Model_Infolen,Additional_Descriptionlen,char_count,word_count,word_density,noun_count,verb_count,adj_count,adv_count
20,41,62,10,5.636363636363637,3,0,2,1
31,56,88,16,5.176470588235294,5,0,2,1
19,241,261,31,8.15625,5,2,2,1
22,12,35,5,5.833333333333333,4,0,1,0
20,74,95,14,6.333333333333333,5,1,2,1
38,168,207,34,5.914285714285715,18,3,6,1
58,58,117,17,6.5,7,3,3,2
24,12,37,7,4.625,2,0,0,1
20,15,36,8,4.0,6,0,1,0
34,117,152,27,5.428571428571429,12,3,6,1
25,401,427,54,7.763636363636364,12,5,9,1
49,12,62,10,5.636363636363637,4,1,0,1
25,47,73,12,5.615384615384615,4,1,1,2
34,94,129,20,6.142857142857143,6,1,7,0
34,30,65,11,5.416666666666667,7,1,0,0
26,47,74,11,6.166666666666667,3,1,4,0
42,52,95,13,6.785714285714286,6,0,4,0
37,11,49,9,4.9,2,0,2,1
44,84,129,20,6.142857142857143,5,1,2,1
43,20,64,10,5.818181818181818,5,1,1,1
13,44,58,8,6.444444444444445,3,1,1,0
23,71,95,15,5.9375,6,2,4,0
31,193,225,27,8.035714285714286,8,0,5,0
45,347,393,47,8.1875,12,5,6,1
15,233,249,41,5.928571428571429,15,3,5,1
47,28,76,14,5.066666666666666,7,1,2,1
12,36,49,7,6.125,2,0,2,1
34,156,191,30,6.161290322580645,13,6,4,2
49,663,713,85,8.290697674418604,23,4,10,1
13,36,50,7,6.25,3,1,0,0
55,15,71,10,6.454545454545454,6,0,4,0
21,90,112,17,6.222222222222222,7,1,2,1
49,67,117,18,6.157894736842105,8,1,3,3
29,92,122,17,6.777777777777778,8,2,3,1
14,65,80,10,7.2727272727272725,3,0,1,1
22,77,100,13,7.142857142857143,2,0,1,1
20,110,131,17,7.277777777777778,6,1,3,0
40,148,189,23,7.875,7,0,2,0
24,38,63,9,6.3,2,1,2,1
52,121,174,24,6.96,8,1,6,2
25,145,171,31,5.34375,16,4,2,1
32,383,416,58,7.0508474576271185,24,5,12,2
59,517,577,71,8.01388888888889,21,3,9,2
53,245,299,45,6.5,17,9,6,0
21,59,81,11,6.75,4,0,2,1
13,28,42,7,5.25,1,1,2,0
36,12,49,6,7.0,2,1,1,1
52,72,125,16,7.352941176470588,6,1,1,0
40,79,120,22,5.217391304347826,15,0,3,1
26,46,73,10,6.636363636363637,6,1,3,0
33,57,91,15,5.6875,5,2,2,2
21,142,164,30,5.290322580645161,13,1,1,1
47,95,143,22,6.217391304347826,9,0,5,2
31,51,83,13,5.928571428571429,5,0,4,1
14,535,550,71,7.638888888888889,25,8,10,1
23,12,36,6,5.142857142857143,2,1,0,1
14,144,159,23,6.625,8,4,2,1
15,358,374,51,7.1923076923076925,13,4,7,1
22,726,749,90,8.23076923076923,21,8,7,3
22,11,34,7,4.25,6,0,0,0
37,166,204,32,6.181818181818182,16,7,4,0
50,138,189,29,6.3,12,2,5,3
29,100,130,18,6.842105263157895,8,2,3,0
28,69,98,12,7.538461538461538,3,2,3,0
52,702,755,93,8.03191489361702,24,8,7,3
44,343,388,47,8.083333333333334,12,5,6,1
20,292,313,51,6.019230769230769,21,4,3,1
42,93,136,20,6.476190476190476,6,2,4,1
14,256,271,36,7.324324324324325,11,4,5,1
68,12,81,12,6.230769230769231,5,0,3,2
18,28,47,7,5.875,1,1,0,2
18,90,109,18,5.7368421052631575,5,2,5,2
48,102,151,22,6.565217391304348,12,1,1,1
25,70,96,15,6.0,8,0,2,2
21,1426,1448,177,8.134831460674157,80,13,25,2
17,156,174,26,6.444444444444445,10,6,4,2
49,164,214,40,5.219512195121951,23,4,7,0
24,241,266,31,8.3125,8,2,2,0
33,455,489,70,6.887323943661972,25,9,10,5
28,57,86,16,5.0588235294117645,6,1,2,0
31,12,44,6,6.285714285714286,3,0,2,0
32,12,45,6,6.428571428571429,2,0,0,1
25,82,108,16,6.352941176470588,8,2,1,1
45,55,101,17,5.611111111111111,6,1,2,1
41,71,113,15,7.0625,8,1,1,1
41,27,69,12,5.3076923076923075,5,0,2,0
14,205,220,28,7.586206896551724,6,3,5,4
52,163,216,29,7.2,11,2,5,1
15,849,865,126,6.811023622047244,46,14,15,2
42,106,149,22,6.478260869565218,9,0,5,1
20,182,203,25,7.8076923076923075,10,0,3,1
35,70,106,11,8.833333333333334,4,0,3,1
49,23,73,13,5.214285714285714,9,1,2,0
20,168,189,32,5.7272727272727275,13,6,6,1
28,132,161,25,6.1923076923076925,13,2,6,0
24,287,312,48,6.36734693877551,5,0,2,1
27,63,91,13,6.5,7,2,4,0
14,12,27,7,3.375,1,1,0,0
13,384,398,58,6.745762711864407,24,5,10,2
37,263,301,39,7.525,15,1,8,2
36,168,205,29,6.833333333333333,9,5,4,2
23,49,73,13,5.214285714285714,5,0,2,1
45,195,241,35,6.694444444444445,17,2,6,3
16,12,29,4,5.8,1,0,1,1
41,182,224,36,6.054054054054054,16,3,5,1
37,18,56,7,7.0,3,0,3,0
59,78,138,19,6.9,11,2,3,0
26,175,202,29,6.733333333333333,11,1,0,1
32,336,369,48,7.530612244897959,13,0,7,2
25,140,166,27,5.928571428571429,8,2,3,2
21,200,222,32,6.7272727272727275,11,2,4,3
55,489,545,67,8.014705882352942,17,2,10,3
14,340,355,42,8.255813953488373,17,6,7,0
16,88,105,13,7.5,3,2,1,1
13,452,466,53,8.62962962962963,10,6,4,1
26,252,279,41,6.642857142857143,17,6,11,0
28,76,105,22,4.565217391304348,10,0,6,1
64,12,77,12,5.923076923076923,6,1,1,0
41,58,100,13,7.142857142857143,3,0,1,1
26,34,61,9,6.1,4,0,3,0
19,278,298,44,6.622222222222222,15,6,10,1
50,406,457,57,7.879310344827586,12,5,10,2
30,192,223,31,6.96875,19,2,5,0
24,347,372,50,7.294117647058823,18,7,7,3
68,159,228,29,7.6,8,0,4,3
38,206,245,35,6.805555555555555,10,3,7,1
33,81,115,19,5.75,8,1,6,0
43,165,209,28,7.206896551724138,9,3,7,2
18,11,30,7,3.75,1,0,2,1
13,80,94,13,6.714285714285714,7,2,0,1
63,174,238,34,6.8,17,4,3,2
40,95,136,22,5.913043478260869,8,1,3,2
50,44,95,15,5.9375,6,1,3,0
56,107,164,19,8.2,9,0,5,1
15,42,58,12,4.461538461538462,4,0,1,1
52,18,71,10,6.454545454545454,6,0,2,1
61,253,315,39,7.875,15,6,7,2
20,33,54,9,5.4,3,1,2,1
44,61,106,16,6.235294117647059,7,1,5,1
14,47,62,10,5.636363636363637,2,2,1,1
47,138,186,27,6.642857142857143,13,0,8,0
8,57,66,10,6.0,6,0,3,1
29,69,99,18,5.2105263157894735,8,2,4,0
24,43,68,11,5.666666666666667,4,2,2,1
67,90,158,24,6.32,10,4,5,2
31,30,62,10,5.636363636363637,4,0,1,1
47,54,102,19,5.1,10,0,3,2
51,76,128,26,4.7407407407407405,11,0,5,1
13,239,253,35,7.027777777777778,14,2,3,1
27,12,40,7,5.0,2,1,1,1
16,26,43,6,6.142857142857143,3,0,2,0
45,16,62,12,4.769230769230769,4,1,3,1
36,97,134,18,7.052631578947368,5,3,3,2
39,110,150,26,5.555555555555555,10,4,4,0
28,136,165,31,5.15625,12,4,6,2
14,197,212,27,7.571428571428571,5,2,8,3
19,58,78,12,6.0,3,2,2,1
26,504,531,69,7.585714285714285,26,2,16,2
68,12,81,10,7.363636363636363,6,0,3,1
34,133,168,28,5.793103448275862,9,3,7,0
35,83,119,18,6.2631578947368425,9,0,2,0
13,86,100,14,6.666666666666667,6,0,0,1
60,58,119,17,6.611111111111111,6,3,2,1
57,86,144,20,6.857142857142857,7,0,4,2
36,42,79,11,6.583333333333333,5,1,3,0
33,97,131,20,6.238095238095238,11,2,2,0
63,12,76,10,6.909090909090909,4,0,5,0
54,147,202,26,7.481481481481482,7,3,4,2
59,78,138,22,6.0,12,0,5,0
39,55,95,12,7.3076923076923075,4,1,3,2
14,78,93,17,5.166666666666667,8,1,2,1
40,175,216,36,5.837837837837838,16,3,7,3
33,68,102,17,5.666666666666667,7,2,3,0
36,15,52,7,6.5,2,0,2,1
48,11,60,10,5.454545454545454,3,0,2,2
66,12,79,10,7.181818181818182,5,1,2,1
39,719,759,87,8.625,29,8,14,0
29,131,161,18,8.473684210526315,9,2,2,3
13,19,33,6,4.714285714285714,3,0,0,1
20,9,30,4,6.0,1,0,0,1
20,101,122,15,7.625,3,2,4,1
22,110,133,21,6.045454545454546,8,2,3,2
14,65,80,11,6.666666666666667,7,2,1,0
34,127,162,25,6.230769230769231,12,2,4,3
63,309,373,53,6.907407407407407,17,6,12,1
36,286,323,57,5.568965517241379,27,5,16,1
39,552,592,81,7.219512195121951,27,6,10,1
26,43,70,10,6.363636363636363,6,0,1,1
29,61,91,14,6.066666666666666,7,1,3,1
47,49,97,14,6.466666666666667,5,0,3,1
46,26,73,12,5.615384615384615,3,0,1,1
45,347,393,47,8.1875,11,4,7,1
39,107,147,19,7.35,5,1,4,1
19,95,115,16,6.764705882352941,4,2,3,1
48,12,61,9,6.1,5,0,1,1
14,222,237,43,5.386363636363637,15,2,4,0
67,64,132,19,6.6,6,2,5,1
13,12,26,4,5.2,2,0,0,1
24,34,59,10,5.363636363636363,6,0,3,0
26,151,178,26,6.592592592592593,9,0,3,1
41,56,98,13,7.0,5,0,4,1
37,27,65,11,5.416666666666667,4,0,2,0
51,104,156,23,6.5,8,3,3,1
59,521,581,70,8.183098591549296,20,3,9,2
52,72,125,17,6.944444444444445,7,2,5,0
50,137,188,27,6.714285714285714,12,2,8,0
22,29,52,10,4.7272727272727275,3,0,2,0
13,73,87,13,6.214285714285714,4,3,2,2
38,156,195,29,6.5,13,6,5,1
14,111,126,23,5.25,8,0,1,1
24,53,78,14,5.2,4,1,1,1
18,130,149,21,6.7727272727272725,6,0,3,2
27,40,68,11,5.666666666666667,4,0,3,0
46,96,143,22,6.217391304347826,11,2,5,2
61,79,141,21,6.409090909090909,6,2,6,0
28,38,67,12,5.153846153846154,4,1,2,1
40,92,133,24,5.32,12,1,2,1
14,28,43,9,4.3,4,0,2,0
56,75,132,18,6.947368421052632,7,2,5,2
31,14,46,7,5.75,2,0,0,1
21,38,60,9,6.0,4,0,4,0
20,278,299,45,6.5,14,5,11,2
27,604,632,87,7.181818181818182,35,4,9,0
27,12,40,5,6.666666666666667,1,0,2,1
16,15,32,5,5.333333333333333,3,0,2,0
38,24,63,11,5.25,4,0,3,1
50,51,102,17,5.666666666666667,8,0,3,2
27,101,129,22,5.608695652173913,10,1,2,1
26,33,60,11,5.0,5,1,3,0
22,191,214,30,6.903225806451613,11,6,5,3
13,162,176,24,7.04,11,2,7,1
64,88,153,21,6.954545454545454,8,1,7,0
51,346,398,47,8.291666666666666,13,5,7,0
21,61,83,13,5.928571428571429,6,0,2,2
45,347,393,48,8.020408163265307,14,4,6,1
17,97,115,17,6.388888888888889,6,2,5,1
29,104,134,24,5.36,9,2,4,1
58,850,909,107,8.416666666666666,29,10,12,1
49,67,117,14,7.8,3,0,5,2
63,20,84,13,6.0,6,1,3,0
47,66,114,19,5.7,7,1,3,1
15,42,58,11,4.833333333333333,4,0,2,1
29,376,406,56,7.12280701754386,22,6,11,2
50,18,69,10,6.2727272727272725,3,0,4,0
25,226,252,39,6.3,15,3,4,3
13,85,99,16,5.823529411764706,8,1,3,0
47,277,325,36,8.783783783783784,5,2,5,1
19,95,115,20,5.476190476190476,9,2,4,1
45,160,206,30,6.645161290322581,11,0,4,0
30,327,358,62,5.682539682539683,26,9,8,2
32,22,55,7,6.875,3,0,1,0
56,17,74,9,7.4,7,1,1,0
41,59,101,16,5.9411764705882355,7,0,4,0
17,26,44,6,6.285714285714286,1,0,1,1
37,50,88,15,5.5,6,0,5,0
60,39,100,13,7.142857142857143,7,1,3,1
73,453,527,78,6.670886075949367,32,8,11,1
12,73,86,11,7.166666666666667,1,1,2,1
26,155,182,26,6.7407407407407405,11,3,7,0
17,24,42,9,4.2,4,0,1,1
25,175,201,31,6.28125,13,2,8,2
14,84,99,17,5.5,6,0,1,2
29,120,150,25,5.769230769230769,12,2,4,1
34,21,56,9,5.6,4,0,2,1
43,92,136,22,5.913043478260869,10,2,3,0
41,1407,1449,178,8.094972067039107,79,15,25,3
37,71,109,17,6.055555555555555,9,0,2,1
15,77,93,13,6.642857142857143,6,2,2,1
39,46,86,17,4.777777777777778,3,2,5,3
28,111,140,21,6.363636363636363,6,1,6,3
45,82,128,17,7.111111111111111,6,2,2,0
65,85,151,30,4.870967741935484,16,2,5,0
37,233,271,36,7.324324324324325,8,1,3,0
33,375,409,55,7.303571428571429,31,4,7,0
27,123,151,19,7.55,8,1,1,0
30,57,88,14,5.866666666666666,5,0,4,1
20,21,42,8,4.666666666666667,3,0,1,1
58,64,123,20,5.857142857142857,11,2,3,0
49,135,185,25,7.115384615384615,10,0,5,2
61,67,129,19,6.45,8,1,6,2
37,52,90,14,6.0,6,2,4,1
30,125,156,23,6.5,7,2,4,1
12,176,189,23,7.875,8,0,1,1
51,502,554,76,7.194805194805195,27,7,11,4
26,29,56,11,4.666666666666667,4,0,2,0
14,47,62,10,5.636363636363637,5,0,0,1
46,661,708,85,8.232558139534884,19,7,9,3
13,148,162,23,6.75,12,0,0,2
32,513,546,70,7.690140845070423,27,5,7,1
37,40,78,11,6.5,4,2,2,1
54,33,88,10,8.0,4,0,2,0
26,15,42,7,5.25,3,1,0,0
19,411,431,52,8.132075471698114,16,0,11,3
40,12,53,10,4.818181818181818,2,1,4,0
20,149,170,23,7.083333333333333,3,2,1,1
26,55,82,14,5.466666666666667,6,0,6,0
20,12,33,4,6.6,1,0,0,2
14,14,29,5,4.833333333333333,0,0,1,0
41,82,124,19,6.2,7,1,5,1
29,113,143,16,8.411764705882353,2,0,1,2
46,87,134,24,5.36,6,4,5,3
37,17,55,9,5.5,3,2,2,0
37,201,239,33,7.029411764705882,10,3,4,0
13,112,126,20,6.0,8,1,2,1
28,56,85,15,5.3125,4,1,4,2
27,177,205,28,7.068965517241379,12,3,3,1
21,33,55,10,5.0,3,0,2,0
17,395,413,53,7.648148148148148,11,5,8,1
24,12,37,6,5.285714285714286,2,1,1,1
29,75,105,20,5.0,9,1,2,2
12,29,42,6,6.0,3,0,1,1
30,40,71,10,6.454545454545454,4,0,2,1
39,282,322,45,7.0,11,3,6,3
19,105,125,19,6.25,7,0,3,1
57,18,76,12,5.846153846153846,7,1,2,0
59,345,405,52,7.6415094339622645,10,0,5,3
21,94,116,20,5.523809523809524,10,1,3,0
23,192,216,30,6.967741935483871,19,3,5,0
24,41,66,11,5.5,4,1,3,0
69,49,119,19,5.95,9,2,3,0
21,94,116,18,6.105263157894737,10,2,3,0
48,102,151,22,6.565217391304348,8,2,4,1
18,100,119,21,5.409090909090909,8,1,3,1
25,48,74,12,5.6923076923076925,5,2,2,1
16,59,76,12,5.846153846153846,6,1,2,0
23,185,209,28,7.206896551724138,12,3,3,2
50,56,107,16,6.294117647058823,4,0,6,2
25,12,38,7,4.75,2,0,2,0
48,115,164,25,6.3076923076923075,8,2,6,3
44,347,392,47,8.166666666666666,12,4,7,1
13,73,87,16,5.117647058823529,6,1,2,1
23,119,143,19,7.15,7,4,3,0
24,373,398,55,7.107142857142857,25,6,7,2
49,55,105,15,6.5625,6,0,2,1
42,151,194,29,6.466666666666667,12,4,5,1
26,407,434,56,7.614035087719298,29,2,10,1
36,199,236,37,6.2105263157894735,9,5,11,1
16,395,412,55,7.357142857142857,20,5,8,2
25,45,71,13,5.071428571428571,8,0,3,0
22,110,133,23,5.541666666666667,7,5,4,1
21,112,134,21,6.090909090909091,5,5,3,2
23,12,36,5,6.0,2,0,1,1
26,159,186,28,6.413793103448276,14,2,4,3
27,39,67,13,4.785714285714286,6,0,1,0
22,12,35,6,5.0,4,1,0,0
12,66,79,9,7.9,3,2,1,0
31,164,196,32,5.9393939393939394,19,0,9,1
13,110,124,16,7.294117647058823,6,2,2,1
11,217,229,36,6.1891891891891895,17,1,6,0
14,115,130,20,6.190476190476191,8,0,4,0
42,138,181,26,6.703703703703703,10,1,8,1
63,46,110,17,6.111111111111111,8,1,4,0
26,128,155,24,6.2,7,1,5,0
29,42,72,9,7.2,4,0,1,1
46,51,98,15,6.125,3,2,2,1
52,309,362,51,6.961538461538462,21,7,4,2
25,192,218,31,6.8125,20,2,4,0
28,156,185,29,6.166666666666667,12,2,2,1
18,260,279,44,6.2,16,1,6,0
36,127,164,21,7.454545454545454,3,0,3,1
22,26,49,7,6.125,2,0,1,1
21,78,100,16,5.882352941176471,8,2,1,0
25,101,127,23,5.291666666666667,12,4,1,1
61,96,158,20,7.523809523809524,6,2,2,3
32,195,228,33,6.705882352941177,14,4,7,2
25,61,87,15,5.4375,6,2,0,0
56,45,102,18,5.368421052631579,8,1,3,2
23,123,147,23,6.125,11,1,5,2
56,509,566,73,7.648648648648648,29,9,9,1
23,37,61,10,5.545454545454546,2,2,1,1
19,36,56,9,5.6,3,2,2,0
23,119,143,24,5.72,10,3,5,0
13,12,26,4,5.2,2,0,0,0
41,63,105,17,5.833333333333333,9,0,3,1
19,104,124,18,6.526315789473684,8,2,4,1
40,262,303,38,7.769230769230769,17,2,8,0
35,65,101,14,6.733333333333333,5,1,3,1
43,291,335,39,8.375,9,1,8,1
35,67,103,17,5.722222222222222,8,0,2,0
63,145,209,31,6.53125,15,0,9,0
62,103,166,22,7.217391304347826,6,2,4,0
47,106,154,23,6.416666666666667,8,2,4,1
19,233,253,34,7.228571428571429,8,6,7,1
14,14,29,5,4.833333333333333,1,0,2,0
13,12,26,5,4.333333333333333,2,0,0,1
13,102,116,18,6.105263157894737,5,1,4,2
63,34,98,13,7.0,8,1,2,0
14,43,58,8,6.444444444444445,3,0,3,0
13,12,26,4,5.2,0,0,0,1
67,219,287,44,6.377777777777778,17,9,8,4
15,76,92,14,6.133333333333334,6,1,2,1
18,14,33,6,4.714285714285714,2,0,0,1
29,24,54,10,4.909090909090909,3,2,1,0
21,59,81,13,5.785714285714286,5,2,1,2
52,106,159,23,6.625,12,0,4,0
46,102,149,23,6.208333333333333,9,2,3,2
16,108,125,20,5.9523809523809526,9,1,3,1
73,233,307,37,8.078947368421053,6,1,5,1
31,182,214,30,6.903225806451613,13,1,5,1
54,178,233,36,6.297297297297297,19,5,5,2
52,488,541,77,6.935897435897436,31,6,11,2
67,447,515,64,7.923076923076923,23,5,5,4
35,76,112,16,6.588235294117647,6,2,3,1
25,176,202,27,7.214285714285714,10,1,2,0
22,24,47,5,7.833333333333333,1,0,1,1
31,230,262,41,6.238095238095238,15,6,5,5
59,37,97,16,5.705882352941177,8,1,2,0
47,135,183,29,6.1,12,1,8,1
30,113,144,22,6.260869565217392,7,2,3,3
13,59,73,11,6.083333333333333,5,1,2,1
9,127,137,17,7.611111111111111,4,1,2,1
45,25,71,13,5.071428571428571,4,1,5,1
28,39,68,12,5.230769230769231,3,0,3,1
28,118,147,23,6.125,12,4,5,0
16,80,97,15,6.0625,6,3,2,0
22,14,37,7,4.625,2,0,2,0
19,82,102,17,5.666666666666667,8,1,3,1
34,111,146,21,6.636363636363637,10,3,1,2
28,272,301,38,7.717948717948718,9,5,8,1
33,184,218,30,7.032258064516129,16,4,3,1
32,670,703,94,7.4,32,5,14,1
34,228,263,43,5.9772727272727275,14,3,9,5
21,74,96,14,6.4,7,1,1,1
32,309,342,44,7.6,15,2,6,1
31,310,342,43,7.7727272727272725,15,7,7,1
14,41,56,9,5.6,1,1,3,0
44,395,440,58,7.4576271186440675,21,5,10,1
34,309,344,44,7.644444444444445,15,2,6,1
38,347,386,46,8.212765957446809,13,4,6,1
14,80,95,16,5.588235294117647,8,1,5,0
25,442,468,54,8.50909090909091,15,6,7,1
20,34,55,11,4.583333333333333,5,0,4,0
30,501,532,76,6.909090909090909,29,7,11,1
65,51,117,14,7.8,5,2,2,0
17,156,174,26,6.444444444444445,10,6,4,2
32,27,60,9,6.0,5,0,3,0
54,71,126,20,6.0,9,1,6,1
15,70,86,14,5.733333333333333,6,1,3,0
22,431,454,66,6.776119402985074,30,5,4,0
25,61,87,18,4.578947368421052,9,2,1,0
31,105,137,22,5.956521739130435,6,2,3,1
25,48,74,15,4.625,4,3,3,2
66,174,241,39,6.025,17,3,9,2
36,347,384,47,8.0,11,5,7,1
19,174,194,25,7.461538461538462,9,1,3,1
21,132,154,20,7.333333333333333,11,1,6,1
52,12,65,9,6.5,3,0,2,1
40,52,93,17,5.166666666666667,5,1,5,0
45,24,70,14,4.666666666666667,7,0,4,0
14,69,84,13,6.0,5,1,1,0
18,35,54,9,5.4,3,1,0,1
18,60,79,14,5.266666666666667,5,1,3,0
20,170,191,28,6.586206896551724,12,1,4,0
13,262,276,39,6.9,12,2,6,3
18,377,396,55,7.071428571428571,25,5,8,2
20,62,83,13,5.928571428571429,6,0,3,0
49,12,62,8,6.888888888888889,5,2,1,0
34,139,174,25,6.6923076923076925,6,4,3,2
26,20,47,7,5.875,1,0,1,0
14,118,133,19,6.65,7,1,6,0
66,79,146,23,6.083333333333333,10,1,5,2
35,133,169,22,7.3478260869565215,9,3,4,1
36,66,103,18,5.421052631578948,5,1,4,1
18,74,93,15,5.8125,6,1,4,1
37,22,60,10,5.454545454545454,3,1,2,2
11,50,62,10,5.636363636363637,5,2,1,0
24,407,432,57,7.448275862068965,15,1,3,2
39,27,67,10,6.090909090909091,2,1,3,1
48,21,70,12,5.384615384615385,6,0,1,1
42,162,205,29,6.833333333333333,14,1,7,2
59,128,188,37,4.947368421052632,18,4,7,2
18,124,143,19,7.15,9,2,2,1
24,146,171,23,7.125,8,6,3,3
13,12,26,4,5.2,1,0,0,1
22,70,93,15,5.8125,7,0,3,0
57,24,82,13,5.857142857142857,4,1,3,1
22,48,71,11,5.916666666666667,6,0,1,0
16,181,198,35,5.5,15,1,8,5
48,59,108,19,5.4,9,0,3,3
63,379,443,64,6.815384615384615,20,5,7,1
16,145,162,27,5.785714285714286,15,1,8,1
43,59,103,18,5.421052631578948,9,2,2,1
13,203,217,30,7.0,11,4,6,4
19,78,98,19,4.9,7,0,5,1
19,12,32,4,6.4,3,0,0,1
16,172,189,29,6.3,13,1,3,0
24,22,47,9,4.7,5,1,0,0
42,113,156,21,7.090909090909091,8,1,5,2
14,113,128,18,6.7368421052631575,6,2,3,0
25,44,70,12,5.384615384615385,7,0,2,1
33,35,69,10,6.2727272727272725,1,0,2,1
20,162,183,26,6.777777777777778,4,0,5,2
26,63,90,15,5.625,9,1,0,0
19,12,32,5,5.333333333333333,2,0,1,0
13,44,58,10,5.2727272727272725,2,0,0,0
21,346,368,54,6.6909090909090905,28,0,13,2
16,743,760,94,8.0,24,4,4,0
27,87,115,17,6.388888888888889,8,2,1,2
15,11,27,4,5.4,1,0,2,0
45,27,73,12,5.615384615384615,6,0,4,0
26,120,147,25,5.653846153846154,11,0,5,2
23,127,151,25,5.8076923076923075,9,2,6,2
36,58,95,16,5.588235294117647,5,2,3,2
60,77,138,25,5.3076923076923075,9,2,8,1
31,141,173,25,6.653846153846154,9,1,4,2
30,79,110,14,7.333333333333333,4,3,0,1
14,61,76,12,5.846153846153846,1,2,4,2
14,44,59,9,5.9,5,0,2,0
38,61,100,13,7.142857142857143,6,0,3,1
29,29,59,10,5.363636363636363,3,1,1,1
48,19,68,10,6.181818181818182,7,0,1,1
15,81,97,17,5.388888888888889,5,0,5,1
22,23,46,6,6.571428571428571,0,1,1,1
54,18,73,10,6.636363636363637,4,2,4,0
26,11,38,7,4.75,2,0,2,1
39,202,242,36,6.54054054054054,18,3,7,3
64,286,351,50,6.882352941176471,13,3,7,0
53,104,158,19,7.9,5,1,2,1
32,19,52,8,5.777777777777778,4,0,1,1
28,29,58,11,4.833333333333333,4,1,2,0
28,379,408,53,7.555555555555555,20,8,10,2
15,84,100,15,6.25,8,2,2,1
79,29,109,16,6.411764705882353,5,0,6,2
50,26,77,13,5.5,5,1,3,1
57,38,96,13,6.857142857142857,5,0,5,1
18,118,137,22,5.956521739130435,7,1,9,1
46,173,220,32,6.666666666666667,13,2,4,3
13,17,31,6,4.428571428571429,2,0,0,1
37,116,154,25,5.923076923076923,14,2,6,0
36,95,132,18,6.947368421052632,5,1,1,2
48,78,127,22,5.521739130434782,7,2,4,0
21,235,257,40,6.2682926829268295,17,4,11,2
60,12,73,10,6.636363636363637,4,0,3,1
21,157,179,27,6.392857142857143,14,5,1,3
26,203,230,33,6.764705882352941,13,5,2,0
25,43,69,10,6.2727272727272725,2,2,3,0
19,101,121,20,5.761904761904762,8,0,5,1
25,12,38,6,5.428571428571429,3,0,1,0
35,66,102,18,5.368421052631579,6,1,4,0
21,54,76,13,5.428571428571429,6,1,3,0
28,59,88,11,7.333333333333333,5,0,4,0
21,33,55,10,5.0,4,1,1,1
31,114,146,24,5.84,15,0,4,1
61,26,88,12,6.769230769230769,3,2,3,1
44,25,70,13,5.0,6,1,4,0
46,28,75,12,5.769230769230769,4,0,1,1
13,431,445,59,7.416666666666667,23,10,6,3
24,467,492,70,6.929577464788732,24,5,17,1
14,151,166,32,5.03030303030303,19,0,2,1
32,140,173,30,5.580645161290323,14,2,8,2
16,20,37,5,6.166666666666667,3,0,0,0
38,344,383,45,8.326086956521738,11,3,7,1
36,106,143,19,7.15,9,1,2,1
16,84,101,15,6.3125,8,1,1,1
43,347,391,47,8.145833333333334,12,4,7,1
24,28,53,8,5.888888888888889,5,0,1,0
38,228,267,37,7.026315789473684,10,3,8,3
23,58,82,17,4.555555555555555,9,1,1,0
15,57,73,11,6.083333333333333,3,1,2,1
21,298,320,41,7.619047619047619,16,3,8,1
13,373,387,52,7.30188679245283,20,6,9,2
59,69,129,18,6.7894736842105265,10,3,3,0
48,250,299,36,8.08108108108108,11,2,4,2
46,64,111,17,6.166666666666667,11,3,1,0
14,12,27,4,5.4,2,0,0,0
19,24,44,7,5.5,1,1,0,0
40,139,180,29,6.0,13,4,4,1
14,81,96,12,7.384615384615385,2,1,2,2
54,30,85,11,7.083333333333333,5,2,2,2
12,53,66,10,6.0,3,0,2,1
15,403,419,61,6.758064516129032,20,2,10,0
24,38,63,9,6.3,3,0,2,1
28,80,109,18,5.7368421052631575,9,2,3,2
33,102,136,24,5.44,8,2,2,1
31,98,130,20,6.190476190476191,10,2,3,2
13,40,54,8,6.0,2,0,1,1
15,442,458,60,7.508196721311475,12,2,9,0
47,351,399,51,7.673076923076923,20,6,10,2
22,12,35,7,4.375,2,0,2,1
49,304,354,50,6.9411764705882355,14,5,11,2
15,19,35,6,5.0,2,0,2,0
38,48,87,14,5.8,2,1,1,1
20,54,75,11,6.25,4,2,1,0
47,83,131,20,6.238095238095238,7,4,4,0
30,69,100,17,5.555555555555555,8,0,1,1
44,49,94,15,5.875,5,1,5,0
20,59,80,11,6.666666666666667,5,1,3,1
46,51,98,10,8.909090909090908,4,0,3,1
66,145,212,28,7.310344827586207,13,3,7,1
60,122,183,29,6.1,10,3,7,1
57,74,132,24,5.28,8,3,4,2
65,60,126,20,6.0,6,0,7,1
14,242,257,36,6.945945945945946,14,4,8,2
28,28,57,9,5.7,5,1,1,0
15,139,155,25,5.961538461538462,14,2,2,1
19,168,188,27,6.714285714285714,13,2,3,0
13,13,27,5,4.5,2,0,0,1
20,19,40,9,4.0,4,0,2,0
27,12,40,7,5.0,4,0,0,1
60,21,82,12,6.3076923076923075,4,2,2,0
64,119,184,26,6.814814814814815,12,2,6,0
19,146,166,24,6.64,9,1,6,0
23,176,200,31,6.25,20,0,9,1
31,103,135,18,7.105263157894737,8,1,3,0
44,90,135,18,7.105263157894737,9,0,4,1
24,64,89,14,5.933333333333334,4,4,2,1
50,78,129,19,6.45,7,1,4,2
17,43,61,10,5.545454545454546,6,1,2,0
36,66,103,16,6.0588235294117645,7,0,5,2
51,149,201,32,6.090909090909091,11,3,8,3
